"","Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"1465","FDG22","OUT049",678.157897949219
"1466","FDC34","OUT035",2494.04565429688
"1467","FDP15","OUT018",3564.58471679688
"1468","FDK34","OUT010",766.993835449219
"1469","FDU45","OUT035",1938.54187011719
"1470","FDQ04","OUT027",1079.68273925781
"1471","FDX22","OUT018",3165.88256835938
"1472","FDB45","OUT017",1822.51147460938
"1473","NCH43","OUT027",5546.8134765625
"1474","DRE60","OUT046",3845.771484375
"1475","FDD17","OUT027",5852.939453125
"1476","NCM54","OUT017",2073.56225585938
"1477","NCH55","OUT013",1954.41088867188
"1478","NCT06","OUT017",2752.92041015625
"1479","FDA48","OUT027",5585.32470703125
"1480","FDY58","OUT027",5852.939453125
"1481","FDO25","OUT045",3332.36499023438
"1482","FDN50","OUT045",1571.1474609375
"1483","FDH35","OUT035",2856.91235351562
"1484","FDK09","OUT045",3657.97827148438
"1485","FDO16","OUT013",1309.60595703125
"1486","FDW11","OUT045",1091.76147460938
"1487","FDU47","OUT027",3412.86303710938
"1488","NCQ42","OUT010",288.834136962891
"1489","FDK55","OUT027",2468.82690429688
"1490","FDN08","OUT049",1889.92565917969
"1491","FDT57","OUT045",3814.5517578125
"1492","FDJ12","OUT018",3225.455078125
"1493","DRL59","OUT017",851.130065917969
"1494","NCN53","OUT046",736.61474609375
"1495","FDO51","OUT010",59.3498497009277
"1496","FDK56","OUT017",3060.38500976562
"1497","FDY12","OUT035",841.371643066406
"1498","FDU15","OUT035",716.169860839844
"1499","FDQ19","OUT046",4002.34521484375
"1500","DRF15","OUT045",2539.43383789062
"1501","DRE25","OUT019",356.168365478516
"1502","FDK57","OUT018",1675.14440917969
"1503","FDD33","OUT010",576.83837890625
"1504","FDR34","OUT027",5852.939453125
"1505","FDU04","OUT045",2079.47314453125
"1506","FDE35","OUT019",313.329772949219
"1507","NCD31","OUT035",2782.49243164062
"1508","FDJ56","OUT035",1625.564453125
"1509","NCU53","OUT046",2744.48046875
"1510","FDD39","OUT035",3442.68041992188
"1511","NCU17","OUT019",313.209167480469
"1512","FDJ20","OUT046",2024.07592773438
"1513","NCW41","OUT018",2256.45922851562
"1514","FDL52","OUT035",722.346984863281
"1515","FDS39","OUT035",2351.84448242188
"1516","DRJ47","OUT045",2775.47583007812
"1517","FDP13","OUT010",59.3498497009277
"1518","DRK39","OUT010",291.588806152344
"1519","FDF28","OUT010",288.834136962891
"1520","FDB09","OUT045",2024.07592773438
"1521","FDM51","OUT046",1611.66186523438
"1522","DRM49","OUT018",596.086853027344
"1523","DRF23","OUT013",2626.15747070312
"1524","DRH01","OUT035",2744.43872070312
"1525","FDH12","OUT027",2828.77880859375
"1526","FDA28","OUT019",368.615783691406
"1527","FDW37","OUT018",1237.46545410156
"1528","FDF02","OUT046",1705.94213867188
"1529","DRL37","OUT046",746.911010742188
"1530","NCF43","OUT046",2313.83251953125
"1531","FDH08","OUT010",733.411987304688
"1532","FDR34","OUT019",816.3466796875
"1533","NCK19","OUT049",3086.3662109375
"1534","NCD55","OUT018",537.651916503906
"1535","FDT27","OUT049",3997.2890625
"1536","FDQ57","OUT045",2328.18334960938
"1537","FDA47","OUT035",2509.2666015625
"1538","DRG15","OUT027",1734.92858886719
"1539","FDE05","OUT018",2104.78149414062
"1540","FDN46","OUT046",1721.16320800781
"1541","FDX27","OUT027",2660.06079101562
"1542","FDT51","OUT045",1900.75793457031
"1543","FDU33","OUT013",675.733459472656
"1544","FDJ16","OUT027",1544.72924804688
"1545","FDD20","OUT019",408.7919921875
"1546","FDT36","OUT049",682.75048828125
"1547","DRF15","OUT027",4093.85668945312
"1548","FDN52","OUT010",291.588806152344
"1549","FDC22","OUT027",5022.3583984375
"1550","FDX15","OUT045",2470.38452148438
"1551","FDT13","OUT013",3004.556640625
"1552","FDU04","OUT017",2103.13403320312
"1553","FDU31","OUT019",692.060791015625
"1554","FDW59","OUT027",2229.64038085938
"1555","NCO29","OUT046",2758.83154296875
"1556","FDL15","OUT035",2548.74389648438
"1557","FDI41","OUT049",2272.7861328125
"1558","FDQ48","OUT049",1536.81066894531
"1559","DRI39","OUT013",854.508911132812
"1560","FDI08","OUT013",3709.72094726562
"1561","FDC21","OUT049",1871.18591308594
"1562","FDF58","OUT035",1022.96282958984
"1563","FDS08","OUT010",328.601928710938
"1564","FDE47","OUT045",2054.48413085938
"1565","NCP18","OUT019",459.189849853516
"1566","NCR41","OUT013",1465.63305664062
"1567","FDA27","OUT013",3735.54638671875
"1568","FDA43","OUT035",3127.45458984375
"1569","FDA49","OUT045",1355.80407714844
"1570","NCE55","OUT018",2522.0732421875
"1571","DRM49","OUT027",1056.55126953125
"1572","FDF22","OUT027",5575.6865234375
"1573","FDQ15","OUT018",1045.06750488281
"1574","NCS54","OUT017",2828.70874023438
"1575","NCY05","OUT013",611.572875976562
"1576","FDR45","OUT046",4002.34521484375
"1577","FDK57","OUT049",2039.296875
"1578","FDF41","OUT010",526.122924804688
"1579","FDV21","OUT046",2079.47314453125
"1580","FDD51","OUT046",746.911010742188
"1581","FDF33","OUT046",1831.11047363281
"1582","FDA38","OUT046",3796.90161132812
"1583","FDR56","OUT045",3021.5029296875
"1584","NCN41","OUT017",2047.73693847656
"1585","FDC60","OUT027",2454.47583007812
"1586","FDB47","OUT045",3434.24047851562
"1587","DRH01","OUT013",2610.9365234375
"1588","FDW08","OUT046",1721.16320800781
"1589","FDF38","OUT027",1094.03381347656
"1590","FDY32","OUT017",2713.44311523438
"1591","FDG34","OUT049",1831.11047363281
"1592","FDG47","OUT019",878.483947753906
"1593","NCF18","OUT035",3045.1640625
"1594","FDL39","OUT019",381.901947021484
"1595","NCH55","OUT035",2087.9130859375
"1596","DRJ35","OUT049",999.301879882812
"1597","FDS44","OUT035",3869.4326171875
"1598","DRE01","OUT018",3514.06298828125
"1599","FDY39","OUT013",3069.86279296875
"1600","FDY32","OUT018",2270.82446289062
"1601","FDR33","OUT027",2912.90087890625
"1602","NCP50","OUT049",1173.16467285156
"1603","FDZ47","OUT018",1443.05029296875
"1604","FDU57","OUT049",2485.60546875
"1605","FDY44","OUT013",3004.556640625
"1606","DRH59","OUT018",947.547729492188
"1607","FDB03","OUT027",5722.19091796875
"1608","FDY46","OUT045",3114.39770507812
"1609","FDM39","OUT045",2764.87158203125
"1610","FDY36","OUT035",1185.76928710938
"1611","NCM55","OUT035",3162.31860351562
"1612","FDJ50","OUT010",104.199638366699
"1613","DRL60","OUT013",2444.8134765625
"1614","NCJ54","OUT049",4026.162109375
"1615","FDX59","OUT017",701.81884765625
"1616","FDI07","OUT013",3236.25805664062
"1617","DRF51","OUT010",34.0344505310059
"1618","FDM14","OUT017",1839.55053710938
"1619","FDP21","OUT045",3129.61889648438
"1620","FDE40","OUT035",1120.01501464844
"1621","FDE05","OUT035",2351.84448242188
"1622","FDM13","OUT027",3398.51196289062
"1623","FDC34","OUT027",4050.63256835938
"1624","NCI55","OUT018",1781.27758789062
"1625","NCE43","OUT018",2475.0009765625
"1626","FDW58","OUT018",1534.29296875
"1627","FDG60","OUT045",3788.7265625
"1628","FDV31","OUT017",2759.65966796875
"1629","FDR47","OUT013",2911.66186523438
"1630","FDM60","OUT019",100.467849731445
"1631","NCF06","OUT018",3631.001953125
"1632","NCN26","OUT027",2970.33081054688
"1633","FDQ59","OUT049",1371.02514648438
"1634","FDF09","OUT046",692.508850097656
"1635","NCS06","OUT017",3988.75561523438
"1636","FDT44","OUT046",1874.70471191406
"1637","FDI19","OUT017",3772.04565429688
"1638","FDT22","OUT017",976.537902832031
"1639","NCF54","OUT027",4590.8984375
"1640","DRG25","OUT045",3129.61889648438
"1641","FDB59","OUT017",3138.05883789062
"1642","FDQ37","OUT017",3045.1640625
"1643","FDP56","OUT035",793.2607421875
"1644","FDW44","OUT035",2828.70874023438
"1645","FDJ26","OUT010",455.705474853516
"1646","FDU43","OUT018",3494.41870117188
"1647","FDW33","OUT045",1721.16320800781
"1648","NCX53","OUT027",3468.5693359375
"1649","FDN56","OUT010",304.942230224609
"1650","DRF15","OUT049",2539.43383789062
"1651","FDO33","OUT017",1898.36572265625
"1652","FDZ39","OUT010",312.267364501953
"1653","NCJ19","OUT017",949.347473144531
"1654","FDU01","OUT035",3188.14404296875
"1655","FDT12","OUT035",3722.07739257812
"1656","NCM18","OUT018",838.719299316406
"1657","FDP19","OUT017",2062.9580078125
"1658","NCR42","OUT049",678.157897949219
"1659","FDN10","OUT046",1915.75085449219
"1660","FDG44","OUT017",930.994445800781
"1661","FDQ10","OUT046",2805.0478515625
"1662","DRH13","OUT049",1761.33935546875
"1663","FDT52","OUT013",3835.55200195312
"1664","FDM56","OUT045",1845.36071777344
"1665","NCO43","OUT010",272.091156005859
"1666","NCV29","OUT035",2828.70874023438
"1667","NCF06","OUT013",4110.849609375
"1668","FDO50","OUT035",1379.46508789062
"1669","FDT59","OUT013",3735.54638671875
"1670","FDX40","OUT027",1059.15466308594
"1671","FDE50","OUT017",3138.05883789062
"1672","FDX51","OUT017",3153.27978515625
"1673","NCD30","OUT018",1444.18798828125
"1674","FDK15","OUT013",1530.72583007812
"1675","FDL12","OUT045",989.54345703125
"1676","FDK46","OUT017",4063.58813476562
"1677","DRH49","OUT010",263.4814453125
"1678","FDQ57","OUT046",2328.18334960938
"1679","FDY59","OUT017",1610.02941894531
"1680","FDO09","OUT018",3744.76025390625
"1681","NCG30","OUT035",2047.73693847656
"1682","FDM09","OUT017",2713.44311523438
"1683","NCN17","OUT027",2828.77880859375
"1684","NCS42","OUT013",1299.84753417969
"1685","FDD02","OUT019",463.061370849609
"1686","FDE34","OUT013",3357.89599609375
"1687","FDU38","OUT045",3036.72412109375
"1688","FDB33","OUT046",2539.43383789062
"1689","NCJ29","OUT017",1404.44445800781
"1690","FDZ27","OUT035",807.611694335938
"1691","FDI40","OUT013",1530.72583007812
"1692","FDG22","OUT013",606.980285644531
"1693","FDT51","OUT017",1924.41882324219
"1694","FDF20","OUT018",3225.455078125
"1695","FDV50","OUT035",2047.73693847656
"1696","FDT02","OUT049",692.508850097656
"1697","DRC49","OUT017",2311.66821289062
"1698","FDF26","OUT049",2540.3037109375
"1699","FDV52","OUT035",1938.54187011719
"1700","FDX59","OUT049",678.157897949219
"1701","FDV25","OUT035",3722.07739257812
"1702","FDW23","OUT027",1079.68273925781
"1703","FDE53","OUT018",1576.60107421875
"1704","FDA19","OUT017",2062.9580078125
"1705","FDH22","OUT046",2039.296875
"1706","NCO41","OUT013",1480.85412597656
"1707","FDX12","OUT017",3797.87084960938
"1708","FDF17","OUT013",3019.77758789062
"1709","FDS11","OUT045",3672.59106445312
"1710","FDR51","OUT035",2509.2666015625
"1711","FDT49","OUT010",272.091156005859
"1712","FDC56","OUT013",1929.45568847656
"1713","FDR13","OUT027",2970.33081054688
"1714","FDQ60","OUT035",2062.9580078125
"1715","FDN38","OUT049",3895.41357421875
"1716","NCL29","OUT013",2375.76440429688
"1717","FDO13","OUT027",4605.61865234375
"1718","FDE26","OUT018",2044.35302734375
"1719","FDA31","OUT010",328.601928710938
"1720","FDX14","OUT035",1176.01086425781
"1721","FDA34","OUT045",2809.630859375
"1722","FDF26","OUT013",2430.46264648438
"1723","FDE38","OUT045",2744.48046875
"1724","DRI11","OUT046",1930.10192871094
"1725","FDQ60","OUT027",2955.97973632812
"1726","FDL21","OUT027",1094.03381347656
"1727","DRC12","OUT027",4995.3828125
"1728","FDC47","OUT046",3657.97827148438
"1729","FDE57","OUT045",2079.47314453125
"1730","FDT14","OUT045",2039.296875
"1731","NCZ53","OUT046",3129.61889648438
"1732","FDE28","OUT018",3514.06298828125
"1733","FDR19","OUT035",2282.79516601562
"1734","NCF54","OUT019",408.383575439453
"1735","FDZ08","OUT046",1178.62719726562
"1736","NCJ05","OUT018",2132.84326171875
"1737","FDF59","OUT046",2169.11401367188
"1738","NCO05","OUT035",1651.3896484375
"1739","FDW24","OUT018",624.505798339844
"1740","NCX42","OUT018",2475.85693359375
"1741","NCA53","OUT035",807.611694335938
"1742","FDI45","OUT019",437.256591796875
"1743","FDG46","OUT046",1930.10192871094
"1744","FDM20","OUT010",656.871337890625
"1745","FDW11","OUT010",142.394668579102
"1746","FDX08","OUT035",2828.70874023438
"1747","NCK17","OUT035",765.979431152344
"1748","FDK32","OUT018",2256.32348632812
"1749","NCA42","OUT035",2578.31567382812
"1750","DRI01","OUT035",2828.70874023438
"1751","NCL55","OUT049",4051.9873046875
"1752","DRE25","OUT018",1248.82971191406
"1753","FDD14","OUT017",3184.13500976562
"1754","FDB10","OUT046",3976.52001953125
"1755","DRN11","OUT035",2282.79516601562
"1756","FDP38","OUT018",624.505798339844
"1757","NCA30","OUT017",3045.1640625
"1758","FDT15","OUT017",3203.36499023438
"1759","NCP55","OUT018",716.427429199219
"1760","FDF12","OUT035",2282.79516601562
"1761","FDM21","OUT018",3644.9462890625
"1762","FDX56","OUT035",3442.68041992188
"1763","FDF10","OUT017",2267.57421875
"1764","FDT32","OUT045",3088.57250976562
"1765","FDM51","OUT018",1370.06030273438
"1766","NCR50","OUT018",2288.94482421875
"1767","FDI19","OUT049",3838.36865234375
"1768","FDX21","OUT017",1744.82421875
"1769","FDR31","OUT035",2337.49340820312
"1770","FDY02","OUT013",4063.42578125
"1771","NCA29","OUT045",2805.0478515625
"1772","NCX17","OUT046",3822.2265625
"1773","FDM12","OUT045",3059.69946289062
"1774","FDI53","OUT027",4050.63256835938
"1775","NCU30","OUT049",2758.83154296875
"1776","FDC56","OUT027",3398.51196289062
"1777","FDK27","OUT018",1796.49865722656
"1778","NCK18","OUT017",2782.49243164062
"1779","FDB52","OUT019",798.709228515625
"1780","DRG25","OUT027",4995.3828125
"1781","FDZ13","OUT049",817.710693359375
"1782","FDB57","OUT019",760.91064453125
"1783","FDR40","OUT046",1380.78344726562
"1784","NCO14","OUT019",95.8752593994141
"1785","NCN19","OUT045",3129.61889648438
"1786","FDQ28","OUT019",404.491638183594
"1787","FDO13","OUT018",2449.89599609375
"1788","FDK48","OUT013",1117.2080078125
"1789","FDU07","OUT018",2245.71948242188
"1790","FDW20","OUT046",2064.25219726562
"1791","FDV12","OUT010",280.713623046875
"1792","FDH24","OUT013",2429.59252929688
"1793","FDV59","OUT049",3538.58081054688
"1794","FDK57","OUT045",2039.296875
"1795","FDL16","OUT027",1123.31518554688
"1796","NCQ17","OUT046",2485.60546875
"1797","FDJ15","OUT018",2846.64428710938
"1798","FDX24","OUT049",1586.36840820312
"1799","FDT47","OUT046",1552.03161621094
"1800","FDT10","OUT049",989.54345703125
"1801","FDZ37","OUT018",1161.76599121094
"1802","FDW43","OUT027",5852.939453125
"1803","DRN36","OUT017",1546.12072753906
"1804","FDJ14","OUT045",1174.03466796875
"1805","FDA32","OUT013",3363.87646484375
"1806","FDJ38","OUT019",609.762390136719
"1807","FDQ57","OUT017",2351.84448242188
"1808","NCQ41","OUT019",703.455383300781
"1809","FDG56","OUT049",952.876953125
"1810","DRC13","OUT027",3318.81762695312
"1811","FDV55","OUT035",2296.447265625
"1812","FDQ49","OUT045",2539.43383789062
"1813","FDE29","OUT010",142.394668579102
"1814","FDR03","OUT013",3363.87646484375
"1815","FDD45","OUT049",1586.36840820312
"1816","FDN38","OUT010",526.122924804688
"1817","FDT56","OUT046",925.6865234375
"1818","FDT48","OUT045",3488.93872070312
"1819","FDU03","OUT049",2928.21337890625
"1820","FDC56","OUT010",383.279724121094
"1821","NCO43","OUT027",2806.3583984375
"1822","FDQ27","OUT017",1770.6494140625
"1823","FDR03","OUT046",3473.7177734375
"1824","DRH23","OUT010",94.4412460327148
"1825","FDG22","OUT045",698.685974121094
"1826","NCJ42","OUT013",1674.94079589844
"1827","FDR24","OUT046",1355.80407714844
"1828","FDW60","OUT035",2828.70874023438
"1829","FDJ08","OUT013",2926.8828125
"1830","DRL59","OUT018",608.451599121094
"1831","FDG60","OUT010",576.83837890625
"1832","FDW27","OUT017",2578.31567382812
"1833","FDX14","OUT018",866.067993164062
"1834","FDC20","OUT013",864.267333984375
"1835","NCS29","OUT018",4207.70068359375
"1836","FDJ56","OUT046",1601.90344238281
"1837","FDB20","OUT019",309.192047119141
"1838","FDL28","OUT027",5852.939453125
"1839","FDW01","OUT018",2230.49829101562
"1840","FDL03","OUT046",3011.64013671875
"1841","FDX22","OUT049",3538.58081054688
"1842","FDJ21","OUT035",2322.2724609375
"1843","FDR31","OUT045",2313.83251953125
"1844","FDG21","OUT035",2494.04565429688
"1845","FDS22","OUT027",1137.66625976562
"1846","FDK08","OUT035",1625.564453125
"1847","FDE17","OUT018",2262.98388671875
"1848","NCN30","OUT017",1560.4716796875
"1849","FDT50","OUT046",1542.27331542969
"1850","NCX42","OUT049",2758.83154296875
"1851","FDJ12","OUT035",3512.599609375
"1852","NCA18","OUT027",2955.97973632812
"1853","FDP23","OUT019",666.235534667969
"1854","FDX12","OUT013",3735.54638671875
"1855","FDN40","OUT018",2270.82446289062
"1856","FDV48","OUT035",1197.69567871094
"1857","NCY54","OUT013",2626.15747070312
"1858","FDL16","OUT010",86.6311721801758
"1859","FDR45","OUT018",3495.44677734375
"1860","FDJ52","OUT046",2554.65478515625
"1861","DRG01","OUT017",1182.474609375
"1862","FDP52","OUT013",3680.84814453125
"1863","FDU58","OUT017",3153.27978515625
"1864","FDL02","OUT045",1705.94213867188
"1865","FDG28","OUT013",3835.55200195312
"1866","FDA19","OUT035",2062.9580078125
"1867","FDW46","OUT027",1742.03527832031
"1868","NCD43","OUT049",1761.33935546875
"1869","DRG39","OUT013",741.940490722656
"1870","NCF55","OUT049",692.508850097656
"1871","FDJ07","OUT046",1930.10192871094
"1872","FDE08","OUT046",2525.08276367188
"1873","FDP56","OUT019",127.749176025391
"1874","FDT45","OUT045",907.333435058594
"1875","FDF17","OUT018",2860.85961914062
"1876","FDX44","OUT046",1366.43249511719
"1877","FDM28","OUT027",4590.8984375
"1878","FDI36","OUT049",3050.67797851562
"1879","FDS07","OUT045",1889.92565917969
"1880","FDD36","OUT045",1930.10192871094
"1881","FDW11","OUT046",984.950866699219
"1882","FDN40","OUT049",2485.60546875
"1883","NCQ18","OUT049",1527.05224609375
"1884","NCQ54","OUT017",2767.271484375
"1885","NCS42","OUT045",1371.02514648438
"1886","DRH39","OUT010",268.074035644531
"1887","FDC09","OUT027",2843.1298828125
"1888","FDT08","OUT010",324.709991455078
"1889","FDC08","OUT035",3838.212890625
"1890","FDT20","OUT017",701.81884765625
"1891","FDS35","OUT035",1120.01501464844
"1892","FDX58","OUT018",3253.67626953125
"1893","FDW58","OUT046",1746.11840820312
"1894","DRD27","OUT046",1596.44079589844
"1895","FDH32","OUT019",321.831634521484
"1896","FDS26","OUT035",4310.22412109375
"1897","FDQ31","OUT046",1371.02514648438
"1898","FDP11","OUT018",3139.0517578125
"1899","FDD58","OUT017",1625.564453125
"1900","FDM33","OUT045",3317.14404296875
"1901","FDZ16","OUT049",3071.14526367188
"1902","NCS29","OUT010",1234.05322265625
"1903","NCM18","OUT019",183.512680053711
"1904","FDP11","OUT049",3497.53466796875
"1905","NCC42","OUT017",2322.2724609375
"1906","DRM23","OUT046",2720.77758789062
"1907","NCN55","OUT027",5852.939453125
"1908","FDK46","OUT013",4030.67993164062
"1909","FDR01","OUT046",3320.27416992188
"1910","NCA05","OUT045",2539.43383789062
"1911","NCP43","OUT017",2813.48779296875
"1912","FDR12","OUT010",379.679992675781
"1913","FDQ01","OUT013",3729.50024414062
"1914","FDM13","OUT046",2039.296875
"1915","FDQ19","OUT017",3897.87670898438
"1916","FDK56","OUT019",571.565856933594
"1917","NCX06","OUT010",685.453491210938
"1918","FDO56","OUT027",2955.97973632812
"1919","FDU45","OUT045",1914.880859375
"1920","FDI16","OUT019",135.55924987793
"1921","FDL32","OUT046",1874.70471191406
"1922","FDA07","OUT046",2079.47314453125
"1923","FDA14","OUT045",2272.7861328125
"1924","FDV46","OUT027",3412.86303710938
"1925","NCO07","OUT035",3512.599609375
"1926","NCP41","OUT046",1746.11840820312
"1927","FDY60","OUT018",2104.78149414062
"1928","FDN38","OUT017",3741.30297851562
"1929","FDO15","OUT046",1146.88732910156
"1930","FDT60","OUT013",1929.45568847656
"1931","FDA55","OUT035",3812.3876953125
"1932","FDE02","OUT010",315.050384521484
"1933","DRJ39","OUT049",3648.05249023438
"1934","FDV34","OUT035",1185.76928710938
"1935","FDS20","OUT027",5139.51318359375
"1936","FDF02","OUT027",2828.77880859375
"1937","FDW40","OUT017",2267.57421875
"1938","NCB43","OUT046",3021.5029296875
"1939","FDR58","OUT017",1390.09350585938
"1940","DRJ59","OUT035",736.697937011719
"1941","NCD30","OUT017",1620.10180664062
"1942","FDE14","OUT017",1560.4716796875
"1943","FDC28","OUT018",1491.06762695312
"1944","FDU16","OUT018",1183.48742675781
"1945","NCD19","OUT035",959.105895996094
"1946","FDU21","OUT046",682.75048828125
"1947","FDV59","OUT027",5575.6865234375
"1948","FDU03","OUT045",3215.17236328125
"1949","FDC33","OUT010",508.434478759766
"1950","NCR42","OUT035",701.81884765625
"1951","DRH59","OUT035",1176.01086425781
"1952","NCM31","OUT035",2351.84448242188
"1953","FDS50","OUT035",3596.24609375
"1954","FDP39","OUT046",817.710693359375
"1955","FDQ55","OUT013",1805.03967285156
"1956","FDV36","OUT019",394.441009521484
"1957","FDI05","OUT027",1847.95239257812
"1958","FDS45","OUT027",2843.1298828125
"1959","FDA39","OUT045",713.036987304688
"1960","FDC37","OUT010",272.091156005859
"1961","FDJ60","OUT027",4605.61865234375
"1962","DRQ35","OUT046",2065.1220703125
"1963","NCJ06","OUT046",2064.25219726562
"1964","NCY42","OUT018",2045.20886230469
"1965","DRM37","OUT049",3164.03979492188
"1966","FDR14","OUT045",817.710693359375
"1967","FDE51","OUT049",746.911010742188
"1968","FDT33","OUT017",2782.49243164062
"1969","FDR08","OUT013",1805.03967285156
"1970","FDE36","OUT010",350.806976318359
"1971","FDL22","OUT019",332.706787109375
"1972","FDR44","OUT013",1929.45568847656
"1973","FDI56","OUT019",332.706787109375
"1974","FDE47","OUT010",293.417114257812
"1975","FDV27","OUT010",291.588806152344
"1976","FDV10","OUT049",746.911010742188
"1977","FDC40","OUT045",1163.40625
"1978","NCX41","OUT013",3363.87646484375
"1979","NCQ38","OUT027",2843.1298828125
"1980","FDV12","OUT027",2828.77880859375
"1981","FDE52","OUT017",1404.44445800781
"1982","FDG20","OUT027",4562.025390625
"1983","FDV16","OUT027",1059.15466308594
"1984","FDI32","OUT017",1898.36572265625
"1985","FDJ32","OUT049",999.301879882812
"1986","FDN39","OUT018",2467.16040039062
"1987","FDY34","OUT017",2782.49243164062
"1988","FDC14","OUT035",765.979431152344
"1989","FDA55","OUT017",3772.04565429688
"1990","FDZ50","OUT010",630.755249023438
"1991","DRG13","OUT049",2743.61059570312
"1992","FDP01","OUT013",2389.41625976562
"1993","NCG54","OUT017",2759.65966796875
"1994","FDM13","OUT045",2039.296875
"1995","NCO18","OUT027",4605.24951171875
"1996","NCW41","OUT013",2429.59252929688
"1997","FDM52","OUT027",3468.5693359375
"1998","NCF55","OUT035",716.169860839844
"1999","FDT09","OUT046",2064.25219726562
"2000","NCM19","OUT035",1910.06787109375
"2001","FDW12","OUT018",2045.20886230469
"2002","FDP15","OUT019",778.083312988281
"2003","FDK36","OUT045",783.950744628906
"2004","FDZ25","OUT035",2813.48779296875
"2005","NCW06","OUT049",3164.03979492188
"2006","FDW60","OUT046",2805.0478515625
"2007","DRC49","OUT013",2178.166015625
"2008","NCT17","OUT035",3153.27978515625
"2009","NCN06","OUT018",2475.0009765625
"2010","FDC45","OUT013",2610.9365234375
"2011","DRJ47","OUT019",408.383575439453
"2012","NCF06","OUT045",4070.02758789062
"2013","FDE21","OUT010",409.104949951172
"2014","DRG27","OUT013",675.733459472656
"2015","FDW40","OUT049",2243.91333007812
"2016","NCO53","OUT046",3071.58813476562
"2017","FDE23","OUT049",751.493957519531
"2018","FDQ16","OUT046",1731.76745605469
"2019","FDS26","OUT045",3834.81079101562
"2020","FDZ13","OUT010",86.6311721801758
"2021","FDS14","OUT049",2540.3037109375
"2022","FDC10","OUT045",1889.92565917969
"2023","FDY16","OUT049",3164.03979492188
"2024","FDJ20","OUT035",2047.73693847656
"2025","FDV43","OUT035",770.572021484375
"2026","FDZ32","OUT027",2828.77880859375
"2027","FDR23","OUT046",2720.77758789062
"2028","FDN24","OUT035",930.994445800781
"2029","FDE34","OUT027",5453.37158203125
"2030","FDU31","OUT013",3379.09741210938
"2031","FDW33","OUT018",1545.04565429688
"2032","FDU26","OUT046",1900.52990722656
"2033","FDE20","OUT027",4619.9697265625
"2034","NCW05","OUT035",1729.60314941406
"2035","FDB22","OUT018",2271.68017578125
"2036","FDO56","OUT046",1915.75085449219
"2037","FDA19","OUT027",3398.51196289062
"2038","DRI39","OUT045",925.6865234375
"2039","FDH52","OUT018",780.148742675781
"2040","FDZ50","OUT035",3199.35595703125
"2041","NCN42","OUT035",2336.62353515625
"2042","FDB53","OUT013",2149.29296875
"2043","DRG11","OUT017",1814.59521484375
"2044","DRK11","OUT027",3468.5693359375
"2045","FDQ60","OUT017",2062.9580078125
"2046","FDT36","OUT017",706.411437988281
"2047","DRG25","OUT018",2846.64428710938
"2048","DRJ23","OUT046",3114.39770507812
"2049","FDG05","OUT035",2509.2666015625
"2050","NCK06","OUT018",1796.49865722656
"2051","FDU52","OUT017",2538.1396484375
"2052","FDW07","OUT018",1204.97998046875
"2053","NCM17","OUT045",746.911010742188
"2054","FDA22","OUT045",2694.365234375
"2055","NCA41","OUT018",2890.99584960938
"2056","FDF38","OUT035",780.330383300781
"2057","FDH52","OUT046",984.950866699219
"2058","FDY58","OUT019",786.421142578125
"2059","FDZ16","OUT045",3021.5029296875
"2060","NCM18","OUT017",1013.20446777344
"2061","FDA22","OUT018",2497.00268554688
"2062","NCJ43","OUT035",2828.70874023438
"2063","FDI34","OUT027",5722.19091796875
"2064","FDG56","OUT046",989.54345703125
"2065","FDS34","OUT046",1874.70471191406
"2066","DRC01","OUT035",851.717590332031
"2067","FDQ04","OUT035",726.939575195312
"2068","FDK04","OUT035",944.7548828125
"2069","FDT51","OUT049",1900.75793457031
"2070","FDV26","OUT017",3083.36059570312
"2071","FDS04","OUT049",2259.13427734375
"2072","FDW43","OUT018",3506.02856445312
"2073","FDQ28","OUT010",324.709991455078
"2074","NCK06","OUT017",2103.13403320312
"2075","FDS23","OUT018",1824.51574707031
"2076","FDZ36","OUT019",571.565856933594
"2077","FDE56","OUT018",838.719299316406
"2078","FDW10","OUT027",4861.9267578125
"2079","NCN14","OUT045",3021.5029296875
"2080","NCQ18","OUT045",1527.05224609375
"2081","FDW08","OUT017",1785.00036621094
"2082","FDU43","OUT035",3772.04565429688
"2083","FDR33","OUT010",297.916381835938
"2084","FDM24","OUT010",324.709991455078
"2085","NCZ05","OUT046",1721.16320800781
"2086","NCV41","OUT035",1938.54187011719
"2087","FDV11","OUT018",2624.10766601562
"2088","NCY05","OUT035",706.411437988281
"2089","FDV44","OUT018",2906.216796875
"2090","FDW32","OUT049",1355.80407714844
"2091","NCU18","OUT027",3454.21850585938
"2092","NCC43","OUT035",4026.00610351562
"2093","FDW19","OUT013",1815.22937011719
"2094","FDN31","OUT035",3098.58154296875
"2095","FDI48","OUT045",774.192321777344
"2096","FDS24","OUT017",1303.63854980469
"2097","FDF46","OUT049",1930.10192871094
"2098","DRG23","OUT017",2509.2666015625
"2099","FDG14","OUT018",2271.54467773438
"2100","NCY30","OUT049",2789.82690429688
"2101","FDO28","OUT018",1796.49865722656
"2102","DRD24","OUT035",2336.62353515625
"2103","FDI33","OUT049",1365.5625
"2104","FDN32","OUT046",3114.39770507812
"2105","FDR16","OUT045",3332.36499023438
